Book#,title,short_description,page
17827,Who Ate All The Pies? The Life and Times of Mick Quinn,,272
17828,Who Brought the Luck to the Lucky Country?,Great Australian Migrant Business,191
17829,Who Cares About Phone Calls?,,182
17830,Who Invented the Bicycle Kick?,Soccer's Greatest Legends and Lore,276
17831,Who Owns Football?,Models of Football Governance and Management in International Sport,184
17832,Who Wants It?,,208
17833,Whole Golf Book,Everything You Never Knew about the Fascinating Game of Golf...Including How to Improve Your Game,338
17834,Who's #1?,100-Plus Years of Controversial National Champions in College Football,328
17835,Who's Afraid of a Large Black Man?,,256
17836,"Who's Better, Who's Best in Coaching?",Setting the Record Straight on the Top 50 NFL Coaches in History,272
17837,"Who's Better, Who's Best in Football?",Setting the Record Straight on the Top 60 NFL Players of the Past 60 Years,288
17838,"Who's Better, Who's Best in Football?",Setting the Record Straight on the Top 65 NFL Players of the Past 65 Years,304
17839,"Who's Better, Who's Best in Golf?",,314
17840,Who's on Worst?,"The Lousiest Players, Biggest Cheaters, Saddest Goats and Other Antiheroes in Baseball History",272
17841,"Who's Who in Cuban Baseball, 1878-1961",,423
17842,Who's Your Caddy?,"Looping for the Great, Near Great, and Reprobates of Golf",273
17843,"Whose Game Is It, Anyway?","A Guide to Helping Your Child Get the Most from Sports, Organized by Age and Stage",336
17844,"Whose Puck Is It, Anyway?",A Season with a Minor Novice Hockey Team,0
17845,Whose Side Are You On?,,0
17846,Why Always Me?,The Biography of Mario Balotelli,276
17847,Why American Soccer Isn't There Yet,,168
17848,Why Bad Golf Happens To Good People/It's Your Brain Not Your Game!,,247
17849,Why Book Of Sailing,,160
17850,Why Delilah?,Breaking down the Premiere League door,190
17851,Why Dick Fosbury Flopped,And answers to other big sporting questions,253
17852,Why Fantasy Football Matters,(And Our Lives Do Not),256
17853,Why Fenway,Exploring the Red Sox Mystique,145
17854,"Why Fish Don't See Your Lures: How Fish Vision Affects Intelligent Fishing Tackle Color Selection. Lake Fishing, River Fishing, Sea Fishing.",,69
17855,Why Football Matters,My Education in the Game,240
17856,Why Football Matters,My Education in the Game,256
17857,Why I Fight,The Belt Is Just an Accessory,320
17858,Why I Fly Fish,Passionate Anglers on the Pastime's Appeal and How It Has Shaped Their Lives,160
17859,Why I Love Baseball,,148
17860,Why Is The Foul Pole Fair?,Answers to 101 of the Most Perplexing Baseball Questions,301
17861,Why Israel Can't Wait,The Coming War Between Israel and Iran,0
17862,Why John Plays Such Bad Golf,,26
17863,Why Marriage Matters,"America, Equality, and Gay People's Right to Marry",256
17864,Why Men Fart and Women Pick Flowers,,160
17865,Why Men Watch Football,A Report from the Couch,160
17866,"Why Michael Couldn't Hit, and Other Tales of the Neurology of Sports",And Other Tales Of The Neurology Of Sports,256
17867,Why Minorities Play or Don't Play Soccer,A Global Exploration,224
17868,Why Moms Are Weird,,304
17869,Why Not Wisconsin?,From Barry to Bo: Broadcasting the Badgers from the Best Seat In the House,256
17870,Why Not?,,0
17871,Why Sailors Can't Swim and Other Marvellous Maritime Curiosities,,96
17872,Why She Plays,The World of Women's Basketball,217
17873,Why Soccer Matters,,304
17874,Why Soccer Matters,,272
17875,Why Sports Morally Matter,,272
17876,Why We Love Them: An Homage to the World Champion San Francisco Giants,,10
17877,Why We Ride,Women Writers on the Horses in Their Lives,336
17878,Why We Run,,304
17879,Why You Can't Clone Koufax,,63
17880,Wichita State Baseball Comes Back,Gene Stephenson and the Making of a Shocker Championship Tradition,144
17881,Wicked Curve,The Life and Troubled Times of Grover Cleveland Alexander,245
17882,Wicked Good Year,,352
17883,Wide and Deep,Tales and Recollections from a Master Maine Fishing Guide,272
17884,Wide Open Fairways,A Journey across the Landscapes of Modern Golf,213
17885,Wide Receiver Play: Fundamentals and Techniques,,136
17886,Wide-Eyed and Legless,Inside the Tour de France,240
17887,Wie reduziere ich Kreuzband- und Meniskusverletzungen durch den Schulsport? Eine verletzungsprophylaktische Studie am Beispiel FuÃŸball,,59
17888,Wielki Widzew,,336
17889,WiffleÂ® Ball,The Ultimate Guide,160
17890,Wild,From Lost to Found on the Pacific Crest Trail,336
17891,Wild Adventure,,240
17892,Wild and Outside,How a Renegade Minor League Revived the Spirit of Baseball in America's Heartland,288
17893,Wild Camping,Exploring and Sleeping in the Wilds of the UK and Ireland,240
17894,Wild Cards,The St. Louis Cardinals' Stunning 2011 Championship Season: Special Commemorative Book,128
17895,Wild Cards,The St. Louis Cardinals' Stunning 2011 Championship Season,130
17896,Wild Edible Mushrooms,Tips and Recipes for Every Mushroom Hunter,256
17897,Wild Fowl Decoys,,151
17898,Wild Grapes,The Charlie Newsome Story,180
17899,Wild Horse Annie and the Last of the Mustangs,The Life of Velma Johnston,320
17900,Wild Nights,Camping Britain's Extremes,320
17901,Wild Pitch,,65
17902,Wild Pitches,,144
17903,Wild Pitches,"Rumblings, Grumblings, and Reflections on the Game I Love",352
17904,Wild Places of Greater Melbourne,,224
17905,Wild Ride,"The Rise and Tragic Fall of Calumet Farm, Inc., America's Premier Racing Dynasty",480
17906,Wild Roads Washington,"80 Scenic Drives to Camping, Hiking Trails, and Adventures",272
17907,Wild Shore,Exploring Lake Superior by Kayak,280
17908,Wild Thing,The True Story of Britain's Rightful Guv'nor,272
17909,Wild Things,,406
17910,Wildboy,,256
17911,Wildcat Madness,Great Eras in Kentucky Basketball,256
17912,Wildcat Memories,Inside Stories from Kentucky Basketball Greats,266
17913,Wildcat Memories,Inside Stories from Kentucky Basketball Greats,200
17914,Wildcatology Trivia Challenge,Kentucky Wildcats Basketball,96
17915,Wildcats to Powercats,K-State Football Facts and Trivia,223
17916,Wilder Ways,,240
17917,Wilderness Dreams,,176
17918,Wilderness First Responder,"How to Recognize, Treat, and Prevent Emergencies in the Backcountry",323
17919,Wilderness GPS,A Step by Step Guide,144
17920,Wilderness Living,,256
17921,Wilderness Medical Society Practice Guidelines for Wilderness Emergency Care,,137
17922,Wilderness Medicine,Beyond First Aid,291
17923,Wilderness Navigation,"Finding Your Way Using Map, Compass, Altimeter, & GPS, 2nd Ed.",176
17924,Wilderness Navigation 3rd Edition,"Finding Your Way Using Map, Compass, Altimeter & GPS",176
17925,Wilderness Navigation Handbook,,200
17926,Wilderness of the Upper Yukon,A Hunter's Explorations For Wild Sheep In SubArctic Mountains,354
17927,Wilderness Secrets Revealed,Adventures of a Survivor,264
17928,Wilderness Secrets Revealed,Adventures of a Survivor,320
17929,Wilderness Survival,,0
17930,Wilderness Survival,Living Off the Land with the Clothes on Your Back and the Knife on Your Belt,288
17931,Wilderness Survival : Living Off the Land with the Clothes on Your Back and the Knife on Your Belt,,288
17932,Wilderness Survival 2nd Edition,,304
17933,Wilderness Survival For Dummies,,480
17934,Wilderness Survival Handbook,Primitive Skills for Short-Term Survival and Long-Term Comfort,288
17935,Wilderness Survival Handbook : Primitive Skills for Short-Term Survival and Long-Term Comfort,,288
17936,Wilderness World of Cameron McNeish,Essays From Beyond The Black Stump,192
17937,Wildflowers of the High Sierra and John Muir Trail,,224
17938,Wildlife and Woodlot Management,A Comprehensive Handbook for Food Plot and Habitat Development,336
17939,Wildwood,A Journey Through Trees,448
17940,Will Greenwood on Rugby,,400
17941,Will of Golf,Mastering the Mind-Body Connection,70
17942,Will They Ever Trust Us Again?,Letters from the War Zone,240
17943,Will to Live,,240
17944,Will to Win,How Tim Tebow and the Denver Broncos Made 2011 a Season to Remember,140
17945,Will You Die with Me?,My Life and the Black Panther Party,0
17946,Will You Manage?,The Necessary Skills to be a Great Gaffer,224
17947,Will You Still Love Me If I Don't Win?,A Guide for Parents of Young Athletes,192
17948,Willa by Heart,,240
17949,William Garbutt,Il padre del calcio italiano,185
17950,Williamsport,,96
17951,Willibald Gebhardt und seine Nachfolger,Sport und Olympia in Deutschland bis 1933,201
17952,Willie Keeler,From the Playgrounds of Brooklyn to the Hall of Fame,374
17953,Willie Mays,"The Life, The Legend",640
17954,Willie Mays Aikens,Safe at Home,224
17955,Willie Mays: A Biography,A Biography,220
17956,Willie Miller's Aberdeen Dream Team,,256
17957,Willie Morgan On The Wing,My Autobiography,290
17958,Willie Pep vs. Sandy Saddler,Notes on the Boxing Legends and Epic Rivalry,272
17959,Willie Stargell,A Life in Baseball,273
17960,Willie Thorne,Taking A Punt On My Life,272
17961,Willie Wells,"""El Diablo"" of the Negro Leagues",208
17962,Willie's Game,An Autobiography,260
17963,WILL'S PIGEON SHOOTING,SECRETS OF CONSISTENT SUCCESS,176
17964,Wilmots,L'homme derri??re la l??gende,176
17965,Wilt,Larger Than Life,449
17966,"Wilt, 1962",The Night of 100 Points and the Dawn of a New Era,288
17967,"Wilt, 1962",The Night of 100 Points and the Dawn of a New Era,267
17968,Win at Winter Sports,Brilliant Little Ideas for Skiing and Snowboarding,128
17969,Win Forever,"Live, Work, and Play Like a Champion",256
17970,Win Forever,"Live, Work, and Play Like a Champion",240
17971,Win Like Lin: Finding Your Inner Linsanity on the Way to Breakout Success,,112
17972,Win Like Lin: Finding Your Inner Linsanity on the Way to Breakout Success,,0
17973,Wind Driven,The Barbara Kendall Story,304
17974,"Wind Strategies for Kayakers: Challenges, Solutions, & Mastery",,19
17975,Windfalls,A Novel,368
17976,Window on the World,,280
17977,Windsurfen,Action for Kids,40
17978,Windsurfing,,176
17979,"Windy City World Series I: 1906, White Soxcubs","The Year, the Season Enhanced With Period, Original Poetry",492
17980,Wine Tourism Around the World,,368
17981,Wines of the Rhone Valley,,464
17982,Wing Chun Kung Fu,Weapons Training,160
17983,Wing Chun Kung-Fu,A Complete Guide,256
17984,Wing Chun Kung-Fu Volume 1,Basic Forms & Principles,104
17985,Wing Chun Kung-Fu Volume 2,Fighting & Grappling,88
17986,Wing Chun Kung-Fu Volume 3,Weapons & Advanced Techniques,88
17987,Wing Chun Warrior,"The True Tales of Wing Chun Kung Fu Master Duncan Leung, Bruce Lee's Fighting Companion",256
17988,Winging It,ORACLE TEAM USA's Incredible Comeback to Defend the America's Cup,224
17989,Wingnut's Complete Surfing,,256
17990,Wings Around the World,The Exhilarating Story of one Woman's Epic Flight from the North Pole to Antarctica,160
17991,Wings of a Sparrow,"A Comedy About Football, Fortune and a Fanatical Fan",314
17992,Wing-T for Youth Football,,231
17993,Wink,,0
17994,Wink,,354
17995,Winners,How Good Baseball Teams Become Great Ones (And It's Not the Way You Think),256
17996,Winners of the Melbourne Cup,Stories that Stopped a Nation,388
17997,Winning at All Costs,A Scandalous History of Italian Soccer,624
17998,Winning Basketball Fundamentals,,280
17999,Winning Basketball Fundamentals: Enhanced Edition,,280
18000,Winning Defensive Football,,431
18001,Winning Edge,Behind the scenes of elite cricket,240
18002,Winning Edge,Nutrition for Athletic Fitness and Performance,232
18003,Winning Every Day,,240
18004,Winning Golf and Poker's Mind Game,,103
18005,Winning in Both Leagues,Reflections from Baseball's Front Office,240
18006,Winning in the Trenches,A Lifetime of Football,256
18007,Winning Matters,,224
18008,Winning on the North Side: The 1929 Chicago Cubs,,780
18009,Winning Pachinko,The Game of Japanese Pinball,146
18010,Winning Right,Campaign Politics and Conservative Policies,304
18011,Winning Spirit Basketball,Find Your Greatness Within,184
18012,Winning the Mind Game,Using hypnosis in sport psychology,176
18013,Winning the Money Game,Lessons Learned from the Financial Fouls of Pro Athletes,208
18014,Winning the NFL Way,,256
18015,Winning the Race Every Day,Keep Your Drive Alive,400
18016,Winning Ugly,Mental Warfare in Tennis--Lessons from a Master,224
18017,"Winning With Purpose, Raising Our Game and Lifting Our Teammates, On and Off the Court",,224
18018,Winning Words,Classic Quotes from the World of Sports,234
18019,Winning Words from Football Greats,,132
18020,Winning!,How Winners Think What Champions Do,194
18021,"Winning: From Walk-On to Captain, in Football and Life",,224
18022,Winning's Only Part of the Game,Lessons of Life and Football,0
18023,Winous Point,150 Years of Waterfowling and Conservation,368
18024,"Wins, Losses, and Empty Seats",How Baseball Outlasted the Great Depression,445
18025,"Wins, Losses, and Empty Seats",How Baseball Outlasted the Great Depression,446
18026,"Wins, Losses, and Lessons",,352
18027,Winter Climbs in the Cairngorms,The Cairngorms and Creag Meagaidh,272
18028,Winter Colours,Changing Seasons in World Rugby,512
18029,Winter Cycling,The Definitive Guide to Cold-Weather Winter Bike Rides,120
18030,Winter Dreams,A Novel,256
18031,Winter in the Wilderness,A Field Guide to Primitive Survival Skills,288
18032,Winter Injury,,38
18033,Winter Trails??? Colorado,The Best Cross-Country Ski and Snowshoe Trails,224
18034,Winter Trailsâ„¢ Colorado,The Best Cross-Country Ski and Snowshoe Trails,224
18035,Wintering Well,,0
18036,Winterwandern Schweiz,Wandermagazin SCHWEIZ 1/2_2013,88
18037,Wir reisen in die Vergangenheit,,96
18038,Wir sind keine Roboter!,,25
18039,Wir sind Superhelden,,96
18040,Wire to Wire,Inside the 1984 Detroit Tigers Championship Season,192
18041,Wisden India Almanack 2015,,826
18042,Wisden's The Laws Of Cricket,,0
18043,Wisdom,Life Lessons from an Australian Legend,132
18044,Wisdom for a Young Golfer,,218
18045,With a Bended Bow,Archery in Medieval and Renaissance Europe,256
18046,With Bare Hands,"The True Story of Alain Robert, the Real-life Spiderman",308
